Country,Year,life_expectancy,gdp_per_capita,population,infant_mortality,health_exp_pct_gdp,physicians_per_1000,co2_per_capita,electricity_access_pct,literacy_rate,unemployment_rate,last_updated
Israel,2004,56.6,15755.06,914753556,6.2,7.01,0.91,11.65,69.6,80.5,8.4,2024-05-09
Israel,2007,83.1,,359809871,,11.69,4.09,12.89,87.5,64.0,,2024-05-10
Israel,2008,73.2,49243.2,743638880,55.3,12.2,5.29,11.76,80.1,47.4,20.7,2024-05-10
Israel,2009,63.5,62438.78,1014842627,6.6,11.3,,,83.0,37.7,4.5,2024-05-11
Israel,2010,62.1,3275.02,758527290,32.3,3.62,4.82,18.31,78.1,87.6,,2024-05-11
Israel,2011,57.3,61322.54,1327109951,57.9,16.1,3.84,7.81,48.3,35.3,1.9,2024-05-11
Israel,2012,65.3,44401.1,780946916,23.6,9.61,2.84,7.83,83.9,61.6,18.5,2024-05-12
Israel,2013,80.3,71288.57,378371992,4.7,6.18,1.69,18.2,,35.7,4.9,2024-05-12
Israel,2014,72.1,58965.42,1203571652,75.4,5.23,1.87,4.88,42.3,94.0,17.7,2024-05-13
Israel,2015,67.2,2794.2,90341582,44.0,13.5,1.31,,83.0,58.8,22.6,2024-05-13
Israel,2016,73.7,61237.77,1388701302,,8.58,1.01,4.16,72.4,94.2,12.4,2024-05-14
Israel,2017,60.0,36676.61,407265135,20.2,13.78,0.07,10.83,81.4,48.6,18.5,2024-05-14
Israel,2018,72.9,35945.05,485535894,67.2,14.14,1.94,2.15,16.5,,17.9,2024-05-14
Israel,2020,76.4,,1068749654,60.1,5.93,4.38,14.98,45.8,44.7,16.1,2024-05-15
Israel,2021,72.4,14247.34,956018316,,11.46,4.41,10.35,83.3,80.6,18.8,2024-05-15
Israel,2022,79.3,74904.49,192182690,,6.14,4.53,14.46,22.7,91.4,6.2,2024-05-16
Israel,2023,66.0,26598.0,221955848,15.1,12.59,3.31,2.53,20.1,35.1,22.6,2024-05-16
Italy,2000,56.1,24026.6,929522352,77.3,,5.34,11.58,60.8,65.0,3.0,2023-06-12
Italy,2002,61.9,73422.81,569523457,13.2,13.44,1.77,10.56,72.8,93.0,24.0,2023-06-12
Italy,2003,,75701.01,414505824,2.1,6.35,1.32,13.27,,71.5,1.5,2023-06-13
Italy,2004,61.3,53371.95,779431510,28.7,4.15,0.58,16.65,92.7,75.5,4.0,2023-06-13
Italy,2005,75.5,62495.76,165946961,2.0,13.39,2.15,5.16,11.2,67.8,25.7,2023-06-14
Italy,2006,69.8,41399.68,119536411,44.8,8.08,3.65,7.84,31.6,36.6,10.1,2023-06-14
Italy,2008,84.6,35806.23,744854537,70.1,17.93,3.5,16.27,39.4,51.4,12.7,2023-06-15
Italy,2009,73.9,25561.54,186927288,,4.05,3.48,13.9,,82.7,26.3,2023-06-15
Italy,2010,75.6,49724.23,261702595,4.0,6.55,2.67,12.38,86.5,,4.6,2023-06-15
Italy,2011,53.8,38540.04,819996438,,3.38,0.36,2.2,62.7,68.1,7.8,2023-06-16
Italy,2012,78.7,,697632855,55.8,6.04,1.86,12.31,90.8,86.7,17.9,2023-06-16
Italy,2013,62.8,51456.76,652921136,16.8,13.23,3.35,,92.0,31.5,10.2,2023-06-17
Italy,2015,74.6,26842.5,946090231,32.9,14.1,2.74,8.3,,47.6,4.5,2023-06-17
Italy,2016,83.9,30538.22,87320450,28.5,,0.99,13.2,99.8,61.6,11.3,2023-06-18
Italy,2017,54.0,,581048504,,12.56,,13.0,15.5,87.0,28.3,2023-06-18
Italy,2018,83.4,12538.87,668643957,48.9,11.31,,6.83,21.4,57.4,5.7,2023-06-19
Italy,2019,57.3,5155.94,773536409,48.4,15.95,,,82.3,67.8,3.3,2023-06-19
Italy,2020,81.8,32006.85,415207959,13.2,4.42,2.61,11.95,17.3,95.8,22.9,2023-06-19
Italy,2021,,6874.85,667836009,51.1,15.26,4.71,5.61,,38.7,26.4,2023-06-20
Italy,2022,56.2,57904.25,56879583,33.6,10.26,3.49,18.73,70.5,63.7,24.5,2023-06-20
Italy,2023,50.8,78610.44,121041928,65.5,,0.81,8.85,68.0,56.7,2.6,2023-06-21
Japan,2000,50.9,18131.47,1092769358,,,2.86,0.3,17.6,86.5,,2023-09-14
Japan,2001,79.9,54812.46,73739833,63.1,15.53,4.8,10.22,31.0,89.2,22.1,2023-09-15
Japan,2002,55.4,18440.33,296911510,,4.99,0.42,19.97,12.2,88.5,11.6,2024-06-14
Japan,2002,55.4,18440.33,296911510,63.8,4.99,,19.97,12.2,88.5,11.6,2023-09-15
Japan,2003,69.4,72179.68,1296707084,2.7,3.21,1.52,,89.9,62.2,18.6,2023-09-15
Japan,2004,78.2,77402.58,376404206,,3.38,3.36,,23.0,60.9,10.7,2023-09-16
Japan,2004,78.2,77402.58,376404206,40.6,3.38,3.36,10.11,23.0,60.9,10.7,2024-06-15
Japan,2005,70.5,1175.4,1065527873,57.6,7.86,,15.12,96.0,46.8,10.4,2023-09-16
Japan,2006,70.2,12809.89,498993423,56.4,10.96,2.33,8.46,60.6,30.4,3.3,2024-06-27
Japan,2006,70.2,12809.89,498993423,56.4,10.96,2.33,,60.6,30.4,3.3,2023-09-17
Japan,2007,52.7,56690.89,1288093410,23.1,,3.42,17.65,94.8,,3.5,2023-09-17
Japan,2008,64.4,37920.73,69283172,,14.65,,6.1,44.6,89.8,22.7,2023-09-18
Japan,2009,54.1,20533.86,1289098653,47.4,10.54,3.59,7.38,82.6,66.6,4.4,2023-09-18
Japan,2011,82.8,25013.99,1217422865,61.6,5.96,0.24,2.13,75.6,44.0,11.8,2023-09-19
Japan,2012,75.4,9501.88,569209784,,10.65,4.91,3.52,,78.5,17.1,2023-09-19
Japan,2013,64.4,11502.61,932238453,42.9,12.23,2.04,18.15,62.9,36.0,14.0,2023-09-19
Japan,2014,77.8,39820.47,1252699225,22.9,8.57,5.39,17.94,71.7,90.1,3.6,2023-09-20
Japan,2015,61.2,14677.36,335498085,,6.02,1.94,2.79,36.7,70.1,13.8,2023-09-20
Japan,2016,76.1,71534.04,1059626517,27.9,13.91,0.93,2.69,41.1,86.5,8.1,2023-09-21
Japan,2019,72.2,20629.49,777636507,43.2,12.49,1.41,17.3,37.8,78.6,1.5,2023-09-21
Japan,2020,62.3,43707.01,102294398,,5.48,4.07,16.08,60.6,81.9,20.2,2023-09-22
Japan,2021,,,799912478,60.1,8.06,1.83,9.24,83.6,95.1,16.8,2023-09-22
Japan,2022,81.6,8334.47,325293969,57.3,15.18,5.15,,,60.6,7.7,2023-09-23
Japan,2023,77.0,6504.4,1158699913,35.4,,,6.81,18.1,97.3,,2023-09-23
Kenya,2000,75.1,78141.1,528393894,64.5,8.95,5.22,3.7,95.3,45.3,10.5,2023-07-25
Kenya,2001,,48852.8,622680614,,5.65,0.37,6.07,,41.8,11.3,2023-07-26
Kenya,2002,52.0,46872.93,1238138627,13.8,11.56,4.0,8.44,73.1,58.8,15.6,2023-07-26
Kenya,2004,73.1,3552.87,515866025,78.4,8.73,3.02,18.21,74.6,70.7,24.1,2023-07-27
Kenya,2005,66.0,38271.12,540778284,77.4,13.15,0.52,17.27,,34.8,16.9,2023-07-27
Kenya,2006,80.7,16717.57,1157137220,45.5,2.87,5.83,10.3,,62.9,25.9,2023-07-27
Kenya,2006,80.7,16717.57,1157137220,45.5,2.87,5.83,10.3,36.2,62.9,25.9,2024-06-15
Kenya,2007,56.7,10761.16,417354228,62.8,9.55,1.38,3.41,39.9,95.8,10.9,2023-07-28
Kenya,2008,67.0,14743.53,1247650558,37.9,13.35,5.9,1.1,18.7,,9.2,2023-07-28
Kenya,2009,,2236.81,1084392601,12.5,9.48,3.64,8.62,12.4,,1.3,2023-07-29
Kenya,2010,81.3,34910.77,749991691,,8.23,5.33,,40.2,73.1,27.9,2023-07-29
Kenya,2011,67.8,36499.57,390532695,76.8,4.29,,5.72,35.1,58.3,30.0,2023-07-30
Kenya,2013,52.9,12784.41,615668337,41.8,6.14,1.91,1.83,37.3,97.7,28.4,2023-07-30
Kenya,2014,70.0,72812.83,9154259,65.2,17.17,0.57,3.31,96.5,67.6,1.4,2023-07-31
Kenya,2015,65.7,55586.26,1026557949,79.6,6.6,3.24,10.71,46.5,41.8,,2023-07-31
Kenya,2016,67.4,48458.01,318551844,44.4,13.12,3.1,19.81,65.0,56.0,23.4,2023-07-31
Kenya,2017,63.5,28083.24,604814029,63.0,9.75,4.77,11.57,40.8,86.7,7.9,2023-08-01
Kenya,2018,67.7,21237.52,13217305,52.6,10.18,2.68,19.34,61.4,90.4,5.0,2023-08-01
Kenya,2019,80.4,46856.91,1005360842,31.0,3.48,2.76,7.95,88.0,47.1,29.0,2023-08-02
Kenya,2020,58.7,28170.13,1253830259,77.4,9.1,1.94,10.57,71.9,49.1,22.4,2023-08-02
Kenya,2023,62.4,25592.84,687682157,27.0,5.08,1.87,19.5,47.0,61.1,17.7,2023-08-03
Malaysia,2000,84.4,64772.59,224337152,23.7,7.28,3.91,,77.5,65.7,24.5,2024-04-20
Malaysia,2001,54.3,45373.13,1333245787,63.9,11.26,3.89,18.62,48.6,53.2,29.3,2024-04-21
Malaysia,2002,61.3,37370.56,581401841,13.6,17.33,2.44,17.52,27.0,68.4,1.7,2024-04-21
Malaysia,2003,70.3,50234.37,72883375,18.5,3.19,1.75,12.59,61.0,72.9,16.9,2024-04-21
Malaysia,2004,58.6,11396.24,1188774689,50.1,4.98,1.08,17.47,76.8,76.2,12.8,2024-04-22
Malaysia,2005,84.3,63880.55,422840022,68.1,14.14,1.8,8.59,26.7,37.8,22.0,2024-04-22
Malaysia,2006,78.7,79650.89,107729429,38.9,14.83,4.74,15.22,41.4,61.8,18.3,2024-04-23
Malaysia,2007,61.5,73889.94,377465006,79.1,12.72,2.79,12.31,34.5,49.2,4.3,2024-04-23
Malaysia,2009,76.7,48833.71,144067092,68.5,11.62,,13.44,25.8,63.2,,2024-04-24
Malaysia,2013,65.0,,193669638,54.5,11.54,1.78,0.37,17.0,57.4,5.5,2024-04-24
Malaysia,2014,72.0,,324030648,28.8,11.82,5.17,15.09,59.8,55.4,11.6,2024-04-25
Malaysia,2015,51.4,79044.62,930293387,,2.61,3.64,9.75,19.5,49.5,26.8,2024-04-25
Malaysia,2016,64.5,6278.23,999913077,56.8,11.82,3.07,,63.4,46.3,28.3,2024-04-25
Malaysia,2017,60.9,36249.55,1128055862,14.6,6.69,4.08,6.38,81.3,39.1,23.1,2024-04-26
Malaysia,2020,70.3,28470.24,326016194,50.1,10.14,5.95,19.67,67.2,61.0,15.2,2024-04-26
Malaysia,2021,53.6,26603.99,105843501,7.7,5.13,2.92,15.72,53.7,53.5,3.4,2024-04-27
Malaysia,2022,,49387.27,1368074240,10.7,5.39,,19.38,79.5,92.9,10.7,2024-04-27
Malaysia,2023,53.6,4711.35,1197915876,74.3,3.45,0.7,0.76,19.4,44.7,,2024-04-28
Mexico,2000,72.5,42349.01,1024359535,8.4,,1.5,3.27,88.5,45.3,29.3,2023-02-21
Mexico,2000,81.5,28597.0,332000347,62.9,6.4,4.94,8.53,70.1,36.7,19.1,2023-03-03
Mexico,2001,70.5,13857.13,1031754806,,5.47,0.59,0.57,67.8,72.5,16.9,2023-03-03
Mexico,2001,56.4,63281.03,922361531,40.9,10.89,4.32,4.65,,98.2,19.9,2023-02-22
Mexico,2002,63.7,47760.87,695725218,,,,8.15,48.5,80.2,21.1,2023-03-04
Mexico,2002,73.8,6239.77,43398176,22.1,,5.21,,76.8,59.8,11.0,2023-02-22
Mexico,2003,54.5,8776.72,1014212174,47.1,6.39,0.49,1.8,,43.4,10.4,2023-03-04
Mexico,2003,84.6,3688.68,1213910578,47.1,9.02,4.36,9.78,88.6,93.0,,2023-02-23
Mexico,2004,62.4,6019.2,726924177,7.3,,1.42,10.85,89.2,75.6,16.5,2023-03-05
Mexico,2004,70.7,73032.89,295321733,50.6,12.1,4.4,2.72,74.4,93.6,6.2,2023-02-23
Mexico,2005,84.0,14887.67,1196211938,40.4,5.96,5.23,8.96,,55.1,18.2,2023-02-23
Mexico,2005,61.7,53724.21,1391798036,53.6,10.92,,9.36,15.4,69.4,28.8,2023-03-05
Mexico,2006,74.2,16474.23,750390844,9.5,9.21,4.54,7.02,69.8,85.7,27.9,2023-03-06
Mexico,2006,63.7,77568.28,361757739,53.2,7.2,4.65,2.7,97.3,61.8,7.8,2023-02-24
Mexico,2007,64.0,12617.07,1389480661,74.3,10.64,5.06,10.47,66.1,36.2,22.9,2023-03-06
Mexico,2008,68.2,27291.75,1160522270,35.6,5.98,3.71,14.16,25.0,41.7,2.1,2023-02-24
Mexico,2009,73.2,38233.15,1181916543,64.8,11.37,5.21,4.2,20.1,48.9,2.7,2023-02-25
Mexico,2009,77.4,56845.2,51106452,25.6,6.21,2.17,1.84,94.3,68.8,9.9,2023-03-07
Mexico,2010,82.8,3627.81,171392824,37.3,16.94,,10.19,13.7,40.4,29.6,2023-02-25
Mexico,2010,65.7,48247.25,722193359,73.7,,5.95,17.04,28.8,95.1,4.4,2023-03-07
Mexico,2011,50.2,76169.04,894948352,69.7,9.28,3.1,9.83,70.0,39.8,1.9,2023-02-26
Mexico,2011,63.3,70298.96,1215345337,64.9,14.64,1.84,1.71,46.3,,21.2,2023-03-07
Mexico,2012,84.1,51457.28,1151561548,12.3,15.79,5.54,9.79,64.6,83.5,6.1,2023-03-08
Mexico,2012,,16547.35,942968690,,3.5,,8.93,,42.4,,2023-02-26
Mexico,2013,,54818.22,696296082,50.2,15.9,3.43,0.7,93.8,78.3,20.6,2023-02-27
Mexico,2013,64.0,12136.73,514864423,,2.41,0.83,19.27,59.5,97.6,13.5,2023-03-08
Mexico,2014,67.7,35441.18,148377725,52.0,5.46,3.73,13.04,23.7,34.3,23.6,2023-03-09
Mexico,2014,73.1,31812.22,911900551,10.3,12.53,6.0,1.06,97.9,58.5,26.3,2023-02-27
Mexico,2015,69.8,59206.71,1229982528,33.5,7.23,4.01,16.18,78.6,85.8,13.6,2023-02-27
Mexico,2015,52.0,79591.87,81363895,56.2,17.74,1.45,2.93,20.9,51.2,3.9,2023-03-09
Mexico,2016,52.2,40999.06,1395377246,,11.84,1.85,12.52,57.4,59.8,4.8,2023-03-10
Mexico,2016,54.2,43786.88,8559245,27.3,7.86,2.39,13.94,45.0,61.4,7.9,2023-02-28
Mexico,2017,58.0,6319.08,845026306,54.1,11.91,2.79,7.66,87.7,,14.9,2023-02-28
Mexico,2017,65.7,15972.49,515179211,34.3,15.24,4.41,15.41,11.0,59.1,15.0,2023-03-10
Mexico,2019,76.6,11400.22,749666528,18.8,2.19,1.46,19.52,82.1,97.2,15.1,2023-03-11
Mexico,2019,63.3,32206.41,812451230,43.6,11.73,4.59,16.28,74.6,96.9,1.5,2023-03-01
Mexico,2020,50.3,51974.0,1257293753,21.0,16.83,0.38,18.7,41.6,37.1,15.1,2023-03-01
Mexico,2021,65.9,67626.39,137766571,40.1,4.4,1.96,14.77,52.8,56.3,12.4,2023-03-11
Mexico,2021,60.0,24929.55,1124334744,44.1,6.98,3.67,14.35,,58.9,4.5,2023-03-02
Mexico,2022,77.5,71420.73,1337490893,63.4,7.05,4.14,8.81,32.9,88.9,2.1,2023-03-11
Mexico,2022,,14924.35,735466155,57.3,3.71,3.41,5.21,96.7,63.8,24.4,2023-03-02
Mexico,2023,66.2,51157.52,923265814,71.8,12.19,3.69,1.43,56.7,40.5,22.4,2023-03-12
Mexico,2023,51.5,50835.53,1331988977,48.9,15.11,5.31,4.64,29.1,72.8,12.9,2023-03-03
Morocco,2000,75.1,75518.88,971006934,75.4,10.87,3.61,19.54,67.8,,22.0,2024-03-17
Morocco,2001,77.8,46914.75,939989266,,3.45,4.01,5.74,67.6,72.5,5.5,2024-03-17
Morocco,2002,71.8,10694.28,371620634,67.1,7.23,2.94,18.83,30.4,57.3,18.6,2024-03-18
Morocco,2003,81.6,73280.1,1087407784,,2.4,2.31,2.92,73.9,76.3,2.3,2024-03-18
Morocco,2004,58.7,34862.05,935273262,35.5,9.06,0.41,8.09,78.8,94.1,13.0,2024-03-18
Morocco,2005,74.6,75450.37,374251785,36.3,14.74,3.67,2.3,66.5,43.1,15.8,2024-03-19
Morocco,2006,,,391579669,20.0,15.99,1.04,8.57,26.8,84.1,14.8,2024-03-19
Morocco,2007,62.6,68251.03,775506649,58.0,16.35,5.41,6.64,95.7,31.7,11.9,2024-03-20
Morocco,2008,,22209.98,424019887,49.8,9.01,4.37,17.91,,44.3,28.0,2024-03-20
Morocco,2009,55.2,7652.4,788955545,10.9,4.22,1.81,5.7,64.4,87.2,23.1,2024-03-21
Morocco,2010,58.6,77280.43,12026620,70.6,5.2,5.68,,49.6,79.5,18.0,2024-03-21
Morocco,2011,69.4,58591.2,59747756,2.9,9.33,0.81,13.32,29.3,60.3,6.7,2024-03-22
Morocco,2012,54.1,2336.99,72058727,76.4,4.28,,1.45,19.7,65.6,14.5,2024-03-22
Morocco,2013,83.1,62478.89,843141511,37.5,7.7,5.68,12.1,62.1,46.2,2.4,2024-03-22
Morocco,2014,61.0,35685.83,160938601,,2.44,5.01,2.89,89.8,81.1,5.8,2024-03-23
Morocco,2015,,14669.53,1202925488,33.5,8.38,1.04,7.72,88.4,55.4,28.6,2024-03-23
Morocco,2016,55.1,14596.24,1207812361,32.6,2.07,1.66,11.99,81.9,,4.2,2024-03-24
Morocco,2017,,47387.48,1076976912,35.5,14.14,2.24,4.96,,59.4,29.5,2024-03-24
Morocco,2018,82.3,74670.52,338973199,64.3,8.93,5.51,9.06,77.0,62.7,7.6,2024-03-25
Morocco,2019,64.9,60561.83,847297543,55.7,6.52,2.9,0.98,83.6,99.3,12.8,2024-03-25
Morocco,2021,72.8,49160.31,1103116675,21.8,14.22,,6.52,59.1,40.3,14.1,2024-03-25
Morocco,2022,64.7,67245.55,826559584,17.0,11.3,3.05,8.03,20.8,59.2,3.1,2024-03-26
Netherlands,2000,63.7,69154.37,1301000734,25.7,15.82,4.69,18.62,,70.4,9.0,2023-12-20
Netherlands,2001,50.2,45403.12,475215202,27.2,12.32,5.11,12.22,86.8,48.5,16.1,2023-12-20
Netherlands,2002,50.4,44766.57,926303291,48.2,,3.44,1.43,20.5,,9.0,2023-12-20
Netherlands,2004,,26635.31,1008746966,52.2,7.33,4.53,13.01,67.4,68.7,1.3,2023-12-21
Netherlands,2005,63.2,75437.47,1145269687,47.8,6.03,1.24,6.87,52.9,50.7,15.9,2023-12-21
Netherlands,2006,,9080.0,1304755823,73.3,10.41,4.35,8.78,66.7,53.8,9.7,2023-12-22
Netherlands,2007,67.4,46573.14,401681483,30.6,3.34,0.33,5.14,16.7,37.3,24.6,2023-12-22
Netherlands,2009,59.5,69787.88,679246702,25.8,10.28,2.3,11.33,20.3,99.8,13.3,2023-12-23
Netherlands,2010,74.9,29430.0,1166667389,37.4,13.51,0.66,16.94,76.2,44.8,5.2,2023-12-23
Netherlands,2011,,20918.11,638850028,4.3,8.36,3.44,19.07,56.5,87.3,16.9,2023-12-24
Netherlands,2013,70.1,76072.22,1202852938,19.8,5.52,1.22,18.46,86.7,84.2,12.4,2024-06-26
Netherlands,2013,70.1,76072.22,1202852938,19.8,5.52,1.22,18.46,,84.2,12.4,2023-12-24
Netherlands,2014,66.3,20645.15,707286750,4.4,,5.32,15.06,48.1,66.2,11.7,2024-06-21
Netherlands,2014,66.3,20645.15,707286750,4.4,4.11,5.32,15.06,48.1,66.2,11.7,2023-12-24
Netherlands,2015,77.4,61181.17,1011795108,18.0,7.41,2.83,6.68,77.9,53.1,5.0,2023-12-25
Netherlands,2016,84.3,18457.57,857216043,35.8,3.14,2.94,,56.2,91.0,9.4,2023-12-25
Netherlands,2018,63.2,46324.24,1108908375,27.3,13.46,0.83,5.9,23.0,86.8,7.5,2023-12-26
Netherlands,2019,83.0,42457.89,756270854,38.0,7.21,2.86,12.1,98.7,,26.0,2023-12-26
Netherlands,2020,66.4,52766.82,1253145878,32.7,17.39,2.51,12.06,73.9,96.5,8.1,2023-12-27
Netherlands,2021,68.2,21850.29,1087361272,45.1,12.58,1.95,9.68,65.6,58.3,6.8,2023-12-27
Netherlands,2022,67.9,58846.67,575760547,29.7,8.51,2.47,10.93,58.9,64.8,4.9,2023-12-28
Netherlands,2023,55.9,10527.8,1305737681,,12.55,2.42,,67.4,83.8,11.7,2023-12-28
New Zealand,2000,66.6,25722.1,1072942547,40.8,6.96,4.88,17.36,70.6,33.3,17.4,2023-10-01
New Zealand,2001,54.8,18679.32,1235551899,3.6,14.04,2.85,8.99,10.6,,11.4,2023-10-02
New Zealand,2002,73.7,56359.05,1338394092,43.4,8.4,5.72,,36.8,38.9,25.4,2023-10-02
New Zealand,2003,73.1,37929.91,278902226,48.9,2.97,2.49,10.98,49.2,82.4,25.0,2023-10-03
New Zealand,2004,51.4,15933.24,751482209,74.9,15.36,5.06,6.13,48.7,62.9,,2023-10-03
New Zealand,2006,58.4,19575.94,117188985,74.4,11.28,4.01,18.24,41.1,73.5,2.1,2023-10-04
New Zealand,2007,79.1,61458.08,491224446,,10.54,0.02,4.9,28.7,,24.4,2023-10-04
New Zealand,2008,56.7,40588.95,1211970228,20.8,3.26,2.15,14.98,59.6,87.2,28.8,2023-10-04
New Zealand,2009,,39720.66,56576686,78.8,8.14,0.93,,35.6,71.0,18.0,2023-10-05
New Zealand,2010,79.3,21564.88,628361311,43.9,,4.71,7.96,68.1,,28.0,2023-10-05
New Zealand,2011,,2117.12,287659406,40.0,16.05,3.17,18.6,53.5,64.3,4.5,2023-10-06
New Zealand,2012,,72019.19,1275198496,75.6,10.32,4.07,15.59,21.8,72.1,2.0,2023-10-06
New Zealand,2013,55.4,15042.37,511384069,35.7,11.97,0.47,10.12,26.4,70.2,,2023-10-07
New Zealand,2014,75.8,27180.93,1071266674,35.8,9.75,3.9,0.47,68.9,73.3,,2023-10-07
New Zealand,2017,74.1,10604.66,499734075,48.2,15.37,0.28,4.81,90.1,30.6,6.8,2023-10-08
New Zealand,2018,71.5,21302.87,94254036,4.2,5.92,5.29,,74.8,94.3,12.8,2023-10-08
New Zealand,2019,68.1,72692.65,1126221992,7.1,,3.44,18.16,21.0,67.4,26.5,2023-10-08
New Zealand,2019,68.1,72692.65,1126221992,7.1,13.08,3.44,18.16,21.0,67.4,26.5,2024-06-22
New Zealand,2020,66.9,6101.62,389762024,,17.12,1.71,,70.4,41.4,15.1,2023-10-09
New Zealand,2021,80.3,50287.61,936840394,11.9,17.13,,15.52,33.8,,21.9,2023-10-09
New Zealand,2022,57.7,35721.68,865129565,62.1,3.66,5.77,17.82,,87.6,16.0,2023-10-10
New Zealand,2023,61.0,46687.0,1021979820,34.1,12.07,4.2,14.25,14.7,90.2,14.3,2023-10-10
Nigeria,2000,68.1,17512.58,396956522,33.2,14.99,0.1,,70.2,85.9,28.0,2023-06-29
Nigeria,2002,81.0,36952.23,790644599,53.7,12.87,5.59,19.94,74.8,50.1,26.5,2023-06-30
Nigeria,2004,81.4,20867.23,309301157,,15.75,3.01,13.53,31.5,83.1,23.0,2023-06-30
Nigeria,2005,64.4,17170.38,1367197152,52.4,,,15.66,78.9,78.4,29.0,2023-06-30
Nigeria,2006,54.6,53900.85,1021169065,46.9,5.31,3.04,6.31,48.5,75.2,22.6,2023-07-01
Nigeria,2007,64.2,21898.0,278484943,,16.55,,15.05,90.7,89.2,6.3,2023-07-01
Nigeria,2008,63.2,27469.63,87872642,39.9,3.74,1.51,6.41,82.8,91.3,9.8,2023-07-02
Nigeria,2009,80.0,61289.75,205799812,55.8,17.12,4.1,6.7,55.1,75.2,15.8,2023-07-02
Nigeria,2011,78.1,68982.73,192651395,76.3,7.26,3.98,15.06,83.1,96.2,10.1,2023-07-03
Nigeria,2012,54.6,56550.75,1038897832,54.9,6.04,,3.46,14.8,80.2,14.8,2023-07-03
Nigeria,2013,63.4,13878.15,1171100848,44.8,5.03,4.33,10.27,64.4,62.3,25.0,2023-07-04
Nigeria,2014,,8879.41,1174475979,54.3,13.15,2.19,17.6,75.3,37.9,12.8,2023-07-04
Nigeria,2015,51.7,76932.62,950988014,51.2,6.33,1.51,18.85,36.8,84.3,12.4,2023-07-04
Nigeria,2018,84.2,29846.33,500390671,28.8,10.33,2.66,17.61,55.5,65.5,5.0,2023-07-05
Nigeria,2019,58.7,6332.44,928573175,48.4,,2.54,15.72,27.6,87.4,19.8,2023-07-05
Nigeria,2020,66.0,20903.45,1053084008,42.0,7.13,3.58,,49.2,94.4,,2023-07-06
Nigeria,2022,64.7,17960.98,817739,73.4,15.5,4.46,3.44,,34.7,22.0,2023-07-06
Nigeria,2023,65.1,9971.68,717593752,29.2,8.0,3.74,14.4,20.0,32.5,29.8,2023-07-07
Norway,2000,52.8,7641.15,827259833,48.8,8.7,2.6,,56.5,65.3,5.3,2023-12-12
Norway,2004,56.9,20488.7,243414215,76.7,15.67,1.4,6.62,28.9,64.4,1.6,2023-12-12
Norway,2005,68.3,71941.79,230567561,64.7,14.67,0.78,8.03,25.3,47.8,8.6,2023-12-13
Norway,2006,64.4,75844.76,177355013,77.9,5.69,4.64,6.85,22.9,,10.0,2023-12-13
Norway,2007,,38004.63,694399351,59.1,3.4,4.02,17.93,15.2,39.8,21.8,2023-12-13
Norway,2008,64.1,11388.85,709724671,11.9,9.63,4.59,5.24,53.3,99.4,20.9,2023-12-14
Norway,2009,64.5,61544.94,57192587,11.6,5.25,2.42,16.93,41.2,75.8,21.6,2023-12-14
Norway,2010,62.5,46375.74,479500697,8.5,17.88,0.78,1.54,89.1,51.1,,2023-12-15
Norway,2011,63.7,21337.98,480590086,34.0,13.53,3.08,18.88,13.8,65.2,17.9,2023-12-15
Norway,2012,51.7,46093.22,1195155084,20.9,16.02,0.13,14.68,94.0,76.0,13.7,2023-12-16
Norway,2014,66.5,2805.24,965904589,39.6,3.99,1.3,1.38,61.7,73.5,15.7,2023-12-16
Norway,2015,80.1,49442.14,18352693,,8.69,3.4,13.02,41.5,94.2,4.9,2023-12-16
Norway,2016,50.2,74009.76,157949534,9.4,7.33,2.25,4.36,62.7,61.0,2.0,2023-12-17
Norway,2017,78.4,55331.27,1014956759,56.5,6.98,0.62,5.52,84.9,98.6,15.3,2023-12-17
Norway,2020,70.3,6469.94,1320728539,30.5,16.6,,15.13,64.6,73.9,19.5,2023-12-18
Norway,2021,69.4,78919.91,1025340649,,15.96,1.31,1.77,53.5,66.0,25.0,2023-12-18
Norway,2022,,42402.14,53964795,50.0,15.25,0.96,11.93,63.4,41.5,,2023-12-19
Norway,2023,63.8,18580.03,240268699,54.1,11.75,,1.85,90.4,57.2,10.1,2023-12-19
Pakistan,2000,66.8,50087.51,1162341061,30.1,8.89,,7.56,93.3,88.0,4.2,2024-02-10
Pakistan,2002,53.5,49717.9,201596404,42.7,2.12,1.91,13.58,53.6,98.5,26.3,2024-02-11
Pakistan,2003,51.6,67727.29,1275772417,66.0,4.05,5.99,5.25,75.2,93.6,7.8,2024-02-11
Pakistan,2004,60.8,78124.85,394123398,76.4,2.86,4.26,,53.0,,21.5,2024-02-12
Pakistan,2005,69.3,20633.01,1337892121,4.2,5.2,1.47,8.34,30.9,64.4,26.3,2024-02-12
Pakistan,2006,70.3,7575.75,971741955,15.0,14.58,1.52,,41.5,90.1,4.7,2024-02-12
Pakistan,2007,55.0,56531.27,1267156839,35.9,9.81,5.57,10.47,53.9,,21.0,2024-02-13
Pakistan,2009,65.2,6251.71,1100762645,31.4,3.61,3.81,17.61,89.9,97.0,26.2,2024-02-13
Pakistan,2011,78.6,29617.11,842367134,,7.84,5.43,10.11,51.8,99.8,15.3,2024-02-14
Pakistan,2012,68.0,65214.33,1087716027,63.5,13.33,1.54,17.26,90.4,43.6,4.8,2024-02-14
